title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Amazon EC2,Amazon EC2,,ITEM-00628,43.281,Month,32.461,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00629,49.244,Month,36.933,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00630,31.621,Month,23.716,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00631,32.746,Month,24.559,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00632,12.663,Month,9.497,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00633,34.783,Month,26.087,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00634,19.753,Month,14.815,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00635,31.496,Month,23.622,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00636,22.659,Month,16.994,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00637,48.883,Month,36.662,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00638,46.616,Month,34.962,Month,25%
AWS WAF,AWS WAF,,ITEM-00639,8.052,Month,6.039,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00640,38.657,Month,28.993,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00641,14.135,Month,10.601,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00642,1.538,Month,1.153,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00643,24.291,Month,18.218,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00644,3.561,Month,2.671,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00645,38.957,Month,29.218,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00646,5.958,Month,4.469,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00647,2.31,Month,1.732,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00648,27.548,Month,20.661,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00649,41.626,Month,31.219,Month,25%
AWS IAM,AWS IAM,,ITEM-00650,9.628,Month,7.221,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00651,13.838,Month,10.378,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00652,15.47,Month,11.603,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00653,33.409,Month,25.057,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00654,33.42,Month,25.065,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00655,9.587,Month,7.19,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00656,38.637,Month,28.978,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00657,5.763,Month,4.322,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00658,47.402,Month,35.552,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00659,28.454,Month,21.34,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00660,45.706,Month,34.279,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00661,33.742,Month,25.306,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00662,13.959,Month,10.469,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00663,25.299,Month,18.974,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00664,46.634,Month,34.975,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00665,36.216,Month,27.162,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00666,32.725,Month,24.544,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00667,13.459,Month,10.094,Month,25%
AWS KMS,AWS KMS,,ITEM-00668,5.979,Month,4.484,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00669,33.69,Month,25.267,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00670,26.356,Month,19.767,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00671,25.792,Month,19.344,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00672,2.777,Month,2.083,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00673,34.88,Month,26.16,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00674,47.926,Month,35.945,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00675,34.284,Month,25.713,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00676,32.752,Month,24.564,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00677,16.541,Month,12.406,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00678,33.422,Month,25.066,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00679,6.582,Month,4.936,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00680,25.969,Month,19.477,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00681,16.312,Month,12.234,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00682,20.565,Month,15.424,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00683,0.39,Month,0.292,Month,25%
AWS KMS,AWS KMS,,ITEM-00684,15.725,Month,11.794,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00685,30.005,Month,22.504,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00686,42.363,Month,31.772,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00687,30.227,Month,22.67,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00688,19.031,Month,14.273,Month,25%
AWS Glue,AWS Glue,,ITEM-00689,11.202,Month,8.402,Month,25%
Amazon S3,Amazon S3,,ITEM-00690,45.454,Month,34.09,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00691,8.038,Month,6.029,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00692,4.854,Month,3.641,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00693,31.086,Month,23.314,Month,25%
AWS KMS,AWS KMS,,ITEM-00694,30.17,Month,22.628,Month,25%
AWS Batch,AWS Batch,,ITEM-00695,43.01,Month,32.258,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00696,12.128,Month,9.096,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00697,39.76,Month,29.82,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00698,1.377,Month,1.033,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00699,16.321,Month,12.241,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00700,32.406,Month,24.304,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00701,38.505,Month,28.879,Month,25%
AWS WAF,AWS WAF,,ITEM-00702,14.952,Month,11.214,Month,25%
AWS WAF,AWS WAF,,ITEM-00703,1.864,Month,1.398,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00704,32.567,Month,24.425,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00705,3.083,Month,2.312,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00706,30.701,Month,23.026,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00707,37.94,Month,28.455,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00708,30.412,Month,22.809,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00709,17.564,Month,13.173,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00710,49.247,Month,36.935,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00711,26.813,Month,20.11,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00712,46.882,Month,35.161,Month,25%
AWS WAF,AWS WAF,,ITEM-00713,49.449,Month,37.087,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00714,29.715,Month,22.286,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00715,35.032,Month,26.274,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00716,41.409,Month,31.057,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00717,1.682,Month,1.261,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00718,3.252,Month,2.439,Month,25%
AWS IAM,AWS IAM,,ITEM-00719,19.587,Month,14.69,Month,25%
AWS Glue,AWS Glue,,ITEM-00720,6.115,Month,4.586,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00721,44.883,Month,33.662,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00722,34.466,Month,25.849,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00723,44.675,Month,33.506,Month,25%
AWS WAF,AWS WAF,,ITEM-00724,20.766,Month,15.574,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00725,1.687,Month,1.265,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00726,20.329,Month,15.247,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00727,9.551,Month,7.163,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00728,14.701,Month,11.026,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00729,1.348,Month,1.011,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00730,12.277,Month,9.208,Month,25%
AWS IAM,AWS IAM,,ITEM-00731,35.735,Month,26.801,Month,25%
Amazon S3,Amazon S3,,ITEM-00732,2.13,Month,1.597,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00733,30.94,Month,23.205,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00734,39.656,Month,29.742,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00735,7.264,Month,5.448,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00736,20.406,Month,15.304,Month,25%
AWS Batch,AWS Batch,,ITEM-00737,28.985,Month,21.739,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00738,27.651,Month,20.738,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00739,43.032,Month,32.274,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00740,30.133,Month,22.6,Month,25%
AWS Glue,AWS Glue,,ITEM-00741,7.262,Month,5.446,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00742,15.905,Month,11.929,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00743,24.288,Month,18.216,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00744,38.603,Month,28.952,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00745,17.783,Month,13.337,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00746,4.59,Month,3.442,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00747,37.914,Month,28.436,Month,25%
AWS IAM,AWS IAM,,ITEM-00748,3.57,Month,2.677,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00749,40.645,Month,30.484,Month,25%
AWS Batch,AWS Batch,,ITEM-00750,35.467,Month,26.6,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00751,29.914,Month,22.436,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00752,13.45,Month,10.087,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00753,10.331,Month,7.748,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00754,7.61,Month,5.708,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00755,37.998,Month,28.498,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00756,25.237,Month,18.928,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00757,6.086,Month,4.565,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00758,40.265,Month,30.199,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00759,4.431,Month,3.323,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00760,4.547,Month,3.41,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00761,41.065,Month,30.799,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00762,22.693,Month,17.02,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00763,37.493,Month,28.12,Month,25%
AWS Batch,AWS Batch,,ITEM-00764,15.728,Month,11.796,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00765,45.192,Month,33.894,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00766,34.13,Month,25.598,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00767,5.026,Month,3.769,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00768,42.33,Month,31.747,Month,25%
AWS IAM,AWS IAM,,ITEM-00769,40.981,Month,30.736,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00770,0.271,Month,0.203,Month,25%
AWS Batch,AWS Batch,,ITEM-00771,45.07,Month,33.803,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00772,1.106,Month,0.83,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00773,17.259,Month,12.944,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00774,48.224,Month,36.168,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00775,20.805,Month,15.604,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00776,38.15,Month,28.612,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00777,1.7,Month,1.275,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00778,39.009,Month,29.257,Month,25%
Amazon S3,Amazon S3,,ITEM-00779,5.389,Month,4.042,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00780,20.029,Month,15.022,Month,25%
AWS IAM,AWS IAM,,ITEM-00781,14.401,Month,10.801,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00782,36.807,Month,27.605,Month,25%
AWS Glue,AWS Glue,,ITEM-00783,23.572,Month,17.679,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00784,41.183,Month,30.887,Month,25%
AWS WAF,AWS WAF,,ITEM-00785,25.595,Month,19.196,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00786,20.606,Month,15.455,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00787,47.442,Month,35.581,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00788,15.499,Month,11.624,Month,25%
AWS KMS,AWS KMS,,ITEM-00789,32.153,Month,24.115,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00790,13.454,Month,10.091,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00791,27.423,Month,20.567,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00792,2.969,Month,2.227,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00793,34.339,Month,25.754,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00794,15.21,Month,11.408,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00795,32.521,Month,24.391,Month,25%
AWS Glue,AWS Glue,,ITEM-00796,30.561,Month,22.921,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00797,46.408,Month,34.806,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00798,49.858,Month,37.393,Month,25%
AWS Batch,AWS Batch,,ITEM-00799,7.041,Month,5.281,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00800,13.525,Month,10.144,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00801,23.525,Month,17.644,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00802,6.787,Month,5.09,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00803,5.976,Month,4.482,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00804,15.175,Month,11.381,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00805,9.099,Month,6.824,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00806,25.453,Month,19.09,Month,25%
AWS Glue,AWS Glue,,ITEM-00807,20.387,Month,15.29,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00808,33.895,Month,25.421,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00809,26.965,Month,20.224,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00810,45.986,Month,34.489,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00811,38.01,Month,28.508,Month,25%
AWS Batch,AWS Batch,,ITEM-00812,8.495,Month,6.371,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00813,36.306,Month,27.229,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00814,32.494,Month,24.37,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00815,18.317,Month,13.738,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00816,8.315,Month,6.236,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00817,26.996,Month,20.247,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00818,49.41,Month,37.057,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00819,29.024,Month,21.768,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00820,49.892,Month,37.419,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00821,12.15,Month,9.113,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00822,13.217,Month,9.913,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00823,14.571,Month,10.928,Month,25%
AWS IAM,AWS IAM,,ITEM-00824,37.225,Month,27.919,Month,25%
AWS Glue,AWS Glue,,ITEM-00825,19.607,Month,14.705,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00826,31.963,Month,23.972,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00827,17.053,Month,12.79,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00828,44.204,Month,33.153,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00829,3.266,Month,2.45,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00830,1.481,Month,1.111,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00831,6.26,Month,4.695,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00832,43.521,Month,32.641,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00833,33.355,Month,25.016,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00834,28.658,Month,21.494,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00835,25.466,Month,19.099,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00836,40.305,Month,30.229,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00837,24.527,Month,18.395,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00838,26.041,Month,19.531,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00839,36.079,Month,27.059,Month,25%
AWS IAM,AWS IAM,,ITEM-00840,5.985,Month,4.489,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00841,20.154,Month,15.116,Month,25%
AWS Batch,AWS Batch,,ITEM-00842,0.667,Month,0.5,Month,25%
AWS KMS,AWS KMS,,ITEM-00843,43.101,Month,32.326,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00844,27.673,Month,20.755,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00845,15.048,Month,11.286,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00846,3.399,Month,2.549,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00847,22.829,Month,17.122,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00848,8.278,Month,6.209,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00849,3.85,Month,2.888,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00850,3.517,Month,2.638,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00851,35.12,Month,26.34,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00852,24.47,Month,18.352,Month,25%
AWS Glue,AWS Glue,,ITEM-00853,27.077,Month,20.308,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00854,16.924,Month,12.693,Month,25%
AWS Batch,AWS Batch,,ITEM-00855,42.204,Month,31.653,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00856,37.777,Month,28.333,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00857,40.846,Month,30.634,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00858,45.755,Month,34.316,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00859,8.929,Month,6.697,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00860,20.319,Month,15.239,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00861,42.663,Month,31.997,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00862,43.715,Month,32.786,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00863,7.773,Month,5.83,Month,25%
AWS Glue,AWS Glue,,ITEM-00864,47.763,Month,35.822,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00865,40.352,Month,30.264,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00866,1.517,Month,1.138,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00867,41.655,Month,31.241,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00868,4.885,Month,3.664,Month,25%
AWS IAM,AWS IAM,,ITEM-00869,46.797,Month,35.098,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00870,37.662,Month,28.246,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00871,39.828,Month,29.871,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00872,28.494,Month,21.37,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00873,16.918,Month,12.688,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00874,39.723,Month,29.792,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00875,14.175,Month,10.631,Month,25%
Amazon S3,Amazon S3,,ITEM-00876,47.112,Month,35.334,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00877,28.096,Month,21.072,Month,25%
AWS Glue,AWS Glue,,ITEM-00878,30.847,Month,23.135,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00879,49.933,Month,37.45,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00880,37.16,Month,27.87,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00881,47.006,Month,35.255,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00882,24.884,Month,18.663,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00883,30.071,Month,22.553,Month,25%
AWS IAM,AWS IAM,,ITEM-00884,42.971,Month,32.228,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00885,36.05,Month,27.037,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00886,46.874,Month,35.156,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00887,43.862,Month,32.897,Month,25%
AWS WAF,AWS WAF,,ITEM-00888,42.013,Month,31.51,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00889,0.421,Month,0.316,Month,25%
AWS KMS,AWS KMS,,ITEM-00890,46.221,Month,34.666,Month,25%
AWS Batch,AWS Batch,,ITEM-00891,10.151,Month,7.613,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00892,9.066,Month,6.8,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00893,40.649,Month,30.487,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00894,5.819,Month,4.364,Month,25%
Amazon S3,Amazon S3,,ITEM-00895,28.575,Month,21.431,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00896,36.566,Month,27.425,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00897,47.913,Month,35.935,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00898,32.782,Month,24.586,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00899,32.077,Month,24.058,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00900,22.116,Month,16.587,Month,25%
AWS Batch,AWS Batch,,ITEM-00901,39.959,Month,29.969,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00902,28.091,Month,21.068,Month,25%
AWS WAF,AWS WAF,,ITEM-00903,39.139,Month,29.354,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00904,4.15,Month,3.113,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00905,11.226,Month,8.42,Month,25%
AWS KMS,AWS KMS,,ITEM-00906,12.568,Month,9.426,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00907,35.221,Month,26.416,Month,25%
AWS Batch,AWS Batch,,ITEM-00908,49.916,Month,37.437,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00909,0.639,Month,0.479,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00910,38.726,Month,29.044,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00911,48.482,Month,36.361,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00912,1.569,Month,1.177,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00913,38.96,Month,29.22,Month,25%
AWS IAM,AWS IAM,,ITEM-00914,46.985,Month,35.239,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00915,35.694,Month,26.771,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00916,19.272,Month,14.454,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00917,22.995,Month,17.246,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00918,24.35,Month,18.263,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00919,8.017,Month,6.013,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00920,27.12,Month,20.34,Month,25%
AWS WAF,AWS WAF,,ITEM-00921,29.967,Month,22.475,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00922,19.236,Month,14.427,Month,25%
Amazon S3,Amazon S3,,ITEM-00923,41.447,Month,31.085,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00924,33.704,Month,25.278,Month,25%
AWS Glue,AWS Glue,,ITEM-00925,22.56,Month,16.92,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00926,7.404,Month,5.553,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00927,34.951,Month,26.213,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00928,1.358,Month,1.018,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00929,8.527,Month,6.395,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00930,30.185,Month,22.639,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00931,25.052,Month,18.789,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00932,39.696,Month,29.772,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00933,27.059,Month,20.294,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00934,33.655,Month,25.241,Month,25%
AWS IAM,AWS IAM,,ITEM-00935,2.71,Month,2.032,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00936,8.826,Month,6.62,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00937,40.738,Month,30.553,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00938,33.747,Month,25.31,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00939,13.927,Month,10.445,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00940,48.106,Month,36.08,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00941,38.031,Month,28.523,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00942,37.726,Month,28.294,Month,25%
