title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00415,40.014,Month,30.011,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00416,38.128,Month,28.596,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00417,96.589,Month,72.442,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00418,97.654,Month,73.24,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00419,81.294,Month,60.971,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00420,77.33,Month,57.998,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00421,26.296,Month,19.722,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00422,37.316,Month,27.987,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00423,42.54,Month,31.905,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00424,82.08,Month,61.56,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00425,86.414,Month,64.811,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00426,68.914,Month,51.686,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00427,20.684,Month,15.513,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00428,96.403,Month,72.302,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00429,94.515,Month,70.886,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00430,110.156,Month,82.617,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00431,72.159,Month,54.119,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00432,116.234,Month,87.175,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00433,11.381,Month,8.536,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00434,56.442,Month,42.331,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00435,7.093,Month,5.32,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00436,54.026,Month,40.52,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00437,25.06,Month,18.795,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00438,42.202,Month,31.651,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00439,57.623,Month,43.217,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00440,3.405,Month,2.554,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00441,84.968,Month,63.726,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00442,57.385,Month,43.039,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00443,11.471,Month,8.603,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00444,60.759,Month,45.569,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00445,94.113,Month,70.585,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00446,0.342,Month,0.257,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00447,52.069,Month,39.052,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00448,6.679,Month,5.009,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00449,55.756,Month,41.817,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00450,88.254,Month,66.191,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00451,38.531,Month,28.898,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00452,87.836,Month,65.877,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00453,105.569,Month,79.177,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00454,9.794,Month,7.346,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00455,63.214,Month,47.41,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00456,23.574,Month,17.681,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00457,25.913,Month,19.435,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00458,43.096,Month,32.322,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00459,92.501,Month,69.376,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00460,85.904,Month,64.428,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00461,117.123,Month,87.842,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00462,20.397,Month,15.298,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00463,101.986,Month,76.49,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00464,101.201,Month,75.901,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00465,47.76,Month,35.82,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00466,14.454,Month,10.841,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00467,16.986,Month,12.739,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00468,3.75,Month,2.812,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00469,74.21,Month,55.657,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00470,35.25,Month,26.438,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00471,50.247,Month,37.685,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00472,77.304,Month,57.978,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00473,11.624,Month,8.718,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00474,48.337,Month,36.253,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00475,73.696,Month,55.272,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00476,101.422,Month,76.066,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00477,55.164,Month,41.373,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00478,89.476,Month,67.107,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00479,79.694,Month,59.77,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00480,112.614,Month,84.46,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00481,74.041,Month,55.531,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00482,80.445,Month,60.334,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00483,85.383,Month,64.037,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00484,55.018,Month,41.264,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00485,65.675,Month,49.256,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00486,74.082,Month,55.561,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00487,98.916,Month,74.187,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00488,56.712,Month,42.534,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00489,40.957,Month,30.718,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00490,82.32,Month,61.74,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00491,82.477,Month,61.858,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00492,24.072,Month,18.054,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00493,104.021,Month,78.016,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00494,68.71,Month,51.532,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00495,45.534,Month,34.151,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00496,80.735,Month,60.551,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00497,84.405,Month,63.304,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00498,25.517,Month,19.138,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00499,84.938,Month,63.704,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00500,97.477,Month,73.108,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00501,74.237,Month,55.678,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00502,27.658,Month,20.744,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00503,81.113,Month,60.835,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00504,33.64,Month,25.23,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00505,113.447,Month,85.085,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00506,104.744,Month,78.558,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00507,54.583,Month,40.937,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00508,105.201,Month,78.901,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00509,23.788,Month,17.841,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00510,26.942,Month,20.206,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00511,62.321,Month,46.741,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00512,89.33,Month,66.998,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00513,59.89,Month,44.918,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00514,108.638,Month,81.478,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00515,20.318,Month,15.239,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00516,26.858,Month,20.143,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00517,52.825,Month,39.619,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00518,27.225,Month,20.419,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00519,49.337,Month,37.003,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00520,31.332,Month,23.499,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00521,77.138,Month,57.854,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00522,32.093,Month,24.07,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00523,28.801,Month,21.601,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00524,60.234,Month,45.175,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00525,76.066,Month,57.05,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00526,55.646,Month,41.734,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00527,90.669,Month,68.002,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00528,105.212,Month,78.909,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00529,17.584,Month,13.188,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00530,95.013,Month,71.26,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00531,31.047,Month,23.285,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00532,69.585,Month,52.189,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00533,78.773,Month,59.08,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00534,106.739,Month,80.054,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00535,85.822,Month,64.367,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00536,48.549,Month,36.412,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00537,2.601,Month,1.951,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00538,104.989,Month,78.742,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00539,69.697,Month,52.273,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00540,14.58,Month,10.935,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00541,56.068,Month,42.051,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00542,104.997,Month,78.748,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00543,104.702,Month,78.526,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00544,104.857,Month,78.643,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00545,53.485,Month,40.114,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00546,34.644,Month,25.983,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00547,97.701,Month,73.276,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00548,74.964,Month,56.223,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00549,119.23,Month,89.422,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00550,42.713,Month,32.035,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00551,92.791,Month,69.593,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00552,46.477,Month,34.858,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00553,84.448,Month,63.336,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00554,63.234,Month,47.425,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00555,70.414,Month,52.811,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00556,14.325,Month,10.744,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00557,64.422,Month,48.316,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00558,117.274,Month,87.956,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00559,88.098,Month,66.073,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00560,84.059,Month,63.044,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00561,33.057,Month,24.793,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00562,21.862,Month,16.396,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00563,84.281,Month,63.211,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00564,60.163,Month,45.122,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00565,70.145,Month,52.609,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00566,113.794,Month,85.346,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00567,53.387,Month,40.04,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00568,48.39,Month,36.293,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00569,80.606,Month,60.454,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00570,66.734,Month,50.05,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00571,1.714,Month,1.285,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00572,112.382,Month,84.287,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00573,43.283,Month,32.462,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00574,68.584,Month,51.438,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00575,79.543,Month,59.657,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00576,33.185,Month,24.889,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00577,90.288,Month,67.716,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00578,108.891,Month,81.668,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00579,72.808,Month,54.606,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00580,40.062,Month,30.046,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00581,83.394,Month,62.546,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00582,56.888,Month,42.666,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00583,56.613,Month,42.46,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00584,46.26,Month,34.695,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00585,103.797,Month,77.848,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00586,61.831,Month,46.373,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00587,81.602,Month,61.202,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00588,79.833,Month,59.875,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00589,42.648,Month,31.986,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00590,117.207,Month,87.905,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00591,91.999,Month,68.999,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00592,97.391,Month,73.043,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00593,88.913,Month,66.685,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00594,12.212,Month,9.159,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00595,39.929,Month,29.947,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00596,16.402,Month,12.302,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00597,118.36,Month,88.77,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00598,11.086,Month,8.315,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00599,23.691,Month,17.768,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00600,18.956,Month,14.217,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00601,19.501,Month,14.626,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00602,24.179,Month,18.134,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00603,16.404,Month,12.303,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00604,88.916,Month,66.687,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00605,42.108,Month,31.581,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00606,118.377,Month,88.783,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00607,69.361,Month,52.021,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00608,16.041,Month,12.031,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00609,55.587,Month,41.69,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00610,98.705,Month,74.029,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00611,8.877,Month,6.658,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00612,31.898,Month,23.924,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00613,62.03,Month,46.523,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00614,1.243,Month,0.932,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00615,113.135,Month,84.851,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00616,40.855,Month,30.641,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00617,51.586,Month,38.689,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00618,18.569,Month,13.927,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00619,61.5,Month,46.125,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00620,20.493,Month,15.37,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00621,28.397,Month,21.298,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00622,61.847,Month,46.385,Month,25%
