title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Apigee,Apigee,,ITEM-00656,20.133,Month,15.1,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00657,2.539,Month,1.904,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00658,35.582,Month,26.687,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00659,14.979,Month,11.234,Month,25%
Memorystore,Memorystore,,ITEM-00660,13.797,Month,10.348,Month,25%
Cloud Run,Cloud Run,,ITEM-00661,48.539,Month,36.404,Month,25%
Workflows,Workflows,,ITEM-00662,20.645,Month,15.484,Month,25%
Vertex AI,Vertex AI,,ITEM-00663,26.924,Month,20.193,Month,25%
Workflows,Workflows,,ITEM-00664,22.204,Month,16.653,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00665,32.073,Month,24.055,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00666,14.615,Month,10.961,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00667,10.253,Month,7.69,Month,25%
Vertex AI,Vertex AI,,ITEM-00668,13.146,Month,9.86,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00669,9.766,Month,7.325,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00670,30.118,Month,22.588,Month,25%
App Engine,App Engine,,ITEM-00671,44.048,Month,33.036,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00672,12.559,Month,9.419,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00673,23.53,Month,17.648,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00674,23.591,Month,17.693,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00675,45.771,Month,34.328,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00676,25.406,Month,19.054,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00677,15.387,Month,11.54,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00678,20.994,Month,15.745,Month,25%
Cloud Build,Cloud Build,,ITEM-00679,12.06,Month,9.045,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00680,26.157,Month,19.618,Month,25%
Firestore,Firestore,,ITEM-00681,41.666,Month,31.249,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00682,37.282,Month,27.961,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00683,7.534,Month,5.651,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00684,4.967,Month,3.725,Month,25%
Cloud Build,Cloud Build,,ITEM-00685,33.04,Month,24.78,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00686,29.291,Month,21.968,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00687,30.536,Month,22.902,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00688,17.777,Month,13.333,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00689,31.306,Month,23.48,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00690,10.761,Month,8.071,Month,25%
Error Reporting,Error Reporting,,ITEM-00691,29.793,Month,22.345,Month,25%
Compute Engine,Compute Engine,,ITEM-00692,14.303,Month,10.727,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00693,31.259,Month,23.444,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00694,49.976,Month,37.482,Month,25%
Memorystore,Memorystore,,ITEM-00695,10.297,Month,7.723,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00696,2.046,Month,1.534,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00697,3.186,Month,2.389,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00698,40.274,Month,30.206,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00699,8.394,Month,6.296,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00700,25.689,Month,19.267,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00701,1.7,Month,1.275,Month,25%
App Engine,App Engine,,ITEM-00702,19.027,Month,14.27,Month,25%
Apigee,Apigee,,ITEM-00703,26.62,Month,19.965,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00704,33.652,Month,25.239,Month,25%
Cloud Build,Cloud Build,,ITEM-00705,1.007,Month,0.755,Month,25%
Vertex AI,Vertex AI,,ITEM-00706,17.907,Month,13.43,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00707,7.388,Month,5.541,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00708,18.911,Month,14.183,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00709,10.079,Month,7.559,Month,25%
BigQuery,BigQuery,,ITEM-00710,13.16,Month,9.87,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00711,9.707,Month,7.28,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00712,45.506,Month,34.13,Month,25%
Dataproc,Dataproc,,ITEM-00713,16.687,Month,12.515,Month,25%
Dataflow,Dataflow,,ITEM-00714,18.73,Month,14.047,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00715,23.177,Month,17.383,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00716,9.559,Month,7.169,Month,25%
Workflows,Workflows,,ITEM-00717,5.617,Month,4.213,Month,25%
Apigee,Apigee,,ITEM-00718,23.933,Month,17.95,Month,25%
Dataproc,Dataproc,,ITEM-00719,41.765,Month,31.324,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00720,12.84,Month,9.63,Month,25%
Dataflow,Dataflow,,ITEM-00721,45.566,Month,34.175,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00722,33.388,Month,25.041,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00723,38.674,Month,29.005,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00724,23.628,Month,17.721,Month,25%
Error Reporting,Error Reporting,,ITEM-00725,5.91,Month,4.433,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00726,19.464,Month,14.598,Month,25%
VPC Network,VPC Network,,ITEM-00727,45.116,Month,33.837,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00728,46.8,Month,35.1,Month,25%
Dataproc,Dataproc,,ITEM-00729,8.413,Month,6.31,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00730,32.863,Month,24.647,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00731,45.085,Month,33.814,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00732,38.31,Month,28.733,Month,25%
Memorystore,Memorystore,,ITEM-00733,28.534,Month,21.401,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00734,6.85,Month,5.137,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00735,42.139,Month,31.604,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00736,3.771,Month,2.828,Month,25%
Memorystore,Memorystore,,ITEM-00737,35.958,Month,26.968,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00738,27.254,Month,20.441,Month,25%
Dataproc,Dataproc,,ITEM-00739,46.831,Month,35.123,Month,25%
Compute Engine,Compute Engine,,ITEM-00740,21.622,Month,16.216,Month,25%
Secret Manager,Secret Manager,,ITEM-00741,3.318,Month,2.489,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00742,46.163,Month,34.622,Month,25%
BigQuery,BigQuery,,ITEM-00743,37.83,Month,28.372,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00744,42.365,Month,31.774,Month,25%
App Engine,App Engine,,ITEM-00745,35.942,Month,26.956,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00746,29.768,Month,22.326,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00747,44.544,Month,33.408,Month,25%
Apigee,Apigee,,ITEM-00748,27.391,Month,20.543,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00749,48.244,Month,36.183,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00750,25.45,Month,19.087,Month,25%
Memorystore,Memorystore,,ITEM-00751,19.234,Month,14.426,Month,25%
Memorystore,Memorystore,,ITEM-00752,35.673,Month,26.755,Month,25%
Memorystore,Memorystore,,ITEM-00753,35.259,Month,26.444,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00754,9.433,Month,7.075,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00755,42.69,Month,32.017,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00756,10.565,Month,7.924,Month,25%
Vertex AI,Vertex AI,,ITEM-00757,47.402,Month,35.552,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00758,24.133,Month,18.1,Month,25%
Dataproc,Dataproc,,ITEM-00759,25.957,Month,19.468,Month,25%
Dataflow,Dataflow,,ITEM-00760,21.145,Month,15.859,Month,25%
App Engine,App Engine,,ITEM-00761,24.158,Month,18.119,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00762,25.318,Month,18.989,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00763,7.612,Month,5.709,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00764,9.038,Month,6.779,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00765,37.885,Month,28.414,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00766,28.308,Month,21.231,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00767,6.735,Month,5.051,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00768,0.293,Month,0.22,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00769,41.345,Month,31.009,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00770,7.977,Month,5.983,Month,25%
Workflows,Workflows,,ITEM-00771,35.779,Month,26.834,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00772,46.027,Month,34.52,Month,25%
Cloud Run,Cloud Run,,ITEM-00773,6.207,Month,4.655,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00774,31.245,Month,23.434,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00775,1.448,Month,1.086,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00776,37.897,Month,28.423,Month,25%
Workflows,Workflows,,ITEM-00777,27.424,Month,20.568,Month,25%
Secret Manager,Secret Manager,,ITEM-00778,16.301,Month,12.226,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00779,16.294,Month,12.221,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00780,26.353,Month,19.765,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00781,22.189,Month,16.642,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00782,0.569,Month,0.427,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00783,37.722,Month,28.291,Month,25%
Cloud Build,Cloud Build,,ITEM-00784,21.868,Month,16.401,Month,25%
Cloud Build,Cloud Build,,ITEM-00785,28.983,Month,21.737,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00786,14.532,Month,10.899,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00787,32.693,Month,24.52,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00788,33.374,Month,25.031,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00789,8.159,Month,6.119,Month,25%
BigQuery,BigQuery,,ITEM-00790,33.714,Month,25.285,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00791,23.2,Month,17.4,Month,25%
Cloud Build,Cloud Build,,ITEM-00792,28.673,Month,21.505,Month,25%
Dataproc,Dataproc,,ITEM-00793,4.32,Month,3.24,Month,25%
Memorystore,Memorystore,,ITEM-00794,20.196,Month,15.147,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00795,12.754,Month,9.566,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00796,48.418,Month,36.313,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00797,22.765,Month,17.074,Month,25%
App Engine,App Engine,,ITEM-00798,18.53,Month,13.898,Month,25%
Secret Manager,Secret Manager,,ITEM-00799,33.831,Month,25.373,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00800,19.366,Month,14.524,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00801,47.976,Month,35.982,Month,25%
Firestore,Firestore,,ITEM-00802,11.911,Month,8.933,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00803,19.34,Month,14.505,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00804,44.88,Month,33.66,Month,25%
Compute Engine,Compute Engine,,ITEM-00805,23.925,Month,17.944,Month,25%
Apigee,Apigee,,ITEM-00806,1.749,Month,1.312,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00807,8.563,Month,6.422,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00808,2.133,Month,1.6,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00809,38.155,Month,28.616,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00810,16.539,Month,12.404,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00811,13.766,Month,10.325,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00812,2.687,Month,2.015,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00813,27.351,Month,20.513,Month,25%
BigQuery,BigQuery,,ITEM-00814,31.455,Month,23.591,Month,25%
Dataflow,Dataflow,,ITEM-00815,43.842,Month,32.882,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00816,21.331,Month,15.998,Month,25%
Workflows,Workflows,,ITEM-00817,4.744,Month,3.558,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00818,35.295,Month,26.471,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00819,45.609,Month,34.207,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00820,27.207,Month,20.405,Month,25%
Secret Manager,Secret Manager,,ITEM-00821,20.163,Month,15.122,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00822,32.367,Month,24.275,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00823,29.383,Month,22.037,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00824,11.484,Month,8.613,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00825,9.863,Month,7.397,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00826,40.067,Month,30.05,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00827,47.296,Month,35.472,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00828,34.702,Month,26.026,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00829,24.803,Month,18.602,Month,25%
Memorystore,Memorystore,,ITEM-00830,47.052,Month,35.289,Month,25%
BigQuery,BigQuery,,ITEM-00831,12.771,Month,9.578,Month,25%
Secret Manager,Secret Manager,,ITEM-00832,38.8,Month,29.1,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00833,15.173,Month,11.38,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00834,8.69,Month,6.518,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00835,31.979,Month,23.984,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00836,37.003,Month,27.752,Month,25%
Cloud Run,Cloud Run,,ITEM-00837,9.526,Month,7.144,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00838,30.398,Month,22.799,Month,25%
VPC Network,VPC Network,,ITEM-00839,40.152,Month,30.114,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00840,7.61,Month,5.708,Month,25%
Memorystore,Memorystore,,ITEM-00841,26.335,Month,19.751,Month,25%
VPC Network,VPC Network,,ITEM-00842,31.883,Month,23.912,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00843,34.843,Month,26.132,Month,25%
App Engine,App Engine,,ITEM-00844,9.948,Month,7.461,Month,25%
VPC Network,VPC Network,,ITEM-00845,22.438,Month,16.828,Month,25%
Vertex AI,Vertex AI,,ITEM-00846,15.734,Month,11.8,Month,25%
Dataproc,Dataproc,,ITEM-00847,47.449,Month,35.587,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00848,28.321,Month,21.241,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00849,9.514,Month,7.135,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00850,11.997,Month,8.998,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00851,35.987,Month,26.99,Month,25%
Error Reporting,Error Reporting,,ITEM-00852,17.799,Month,13.349,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00853,17.45,Month,13.087,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00854,6.21,Month,4.657,Month,25%
Firestore,Firestore,,ITEM-00855,15.507,Month,11.63,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00856,12.02,Month,9.015,Month,25%
Apigee,Apigee,,ITEM-00857,36.211,Month,27.158,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00858,1.85,Month,1.388,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00859,16.154,Month,12.116,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00860,45.144,Month,33.858,Month,25%
Cloud Run,Cloud Run,,ITEM-00861,37.097,Month,27.823,Month,25%
Secret Manager,Secret Manager,,ITEM-00862,33.14,Month,24.855,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00863,49.173,Month,36.88,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00864,8.888,Month,6.666,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00865,19.128,Month,14.346,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00866,17.851,Month,13.388,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00867,47.389,Month,35.542,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00868,0.946,Month,0.71,Month,25%
Apigee,Apigee,,ITEM-00869,48.743,Month,36.557,Month,25%
Secret Manager,Secret Manager,,ITEM-00870,4.463,Month,3.347,Month,25%
Firestore,Firestore,,ITEM-00871,4.299,Month,3.224,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00872,48.435,Month,36.326,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00873,19.755,Month,14.816,Month,25%
Dataflow,Dataflow,,ITEM-00874,48.67,Month,36.502,Month,25%
Firestore,Firestore,,ITEM-00875,39.132,Month,29.349,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00876,12.939,Month,9.704,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00877,30.075,Month,22.556,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00878,47.488,Month,35.616,Month,25%
Apigee,Apigee,,ITEM-00879,1.926,Month,1.444,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00880,49.281,Month,36.961,Month,25%
Compute Engine,Compute Engine,,ITEM-00881,34.945,Month,26.209,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00882,28.862,Month,21.646,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00883,45.154,Month,33.866,Month,25%
VPC Network,VPC Network,,ITEM-00884,3.965,Month,2.974,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00885,20.332,Month,15.249,Month,25%
Memorystore,Memorystore,,ITEM-00886,3.589,Month,2.692,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00887,26.08,Month,19.56,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00888,6.992,Month,5.244,Month,25%
Apigee,Apigee,,ITEM-00889,22.218,Month,16.663,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00890,12.07,Month,9.053,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00891,23.779,Month,17.834,Month,25%
Error Reporting,Error Reporting,,ITEM-00892,25.625,Month,19.219,Month,25%
BigQuery,BigQuery,,ITEM-00893,18.227,Month,13.67,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00894,1.681,Month,1.261,Month,25%
Firestore,Firestore,,ITEM-00895,30.327,Month,22.745,Month,25%
Secret Manager,Secret Manager,,ITEM-00896,6.133,Month,4.6,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00897,49.156,Month,36.867,Month,25%
Dataproc,Dataproc,,ITEM-00898,45.399,Month,34.049,Month,25%
Cloud Run,Cloud Run,,ITEM-00899,0.844,Month,0.633,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00900,36.532,Month,27.399,Month,25%
Secret Manager,Secret Manager,,ITEM-00901,33.958,Month,25.468,Month,25%
Workflows,Workflows,,ITEM-00902,10.287,Month,7.715,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00903,34.54,Month,25.905,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00904,26.815,Month,20.111,Month,25%
Workflows,Workflows,,ITEM-00905,31.044,Month,23.283,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00906,26.622,Month,19.966,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00907,11.122,Month,8.341,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00908,32.056,Month,24.042,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00909,45.705,Month,34.279,Month,25%
Cloud Run,Cloud Run,,ITEM-00910,37.503,Month,28.127,Month,25%
Cloud Build,Cloud Build,,ITEM-00911,47.622,Month,35.716,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00912,37.657,Month,28.243,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00913,4.653,Month,3.49,Month,25%
Secret Manager,Secret Manager,,ITEM-00914,4.903,Month,3.677,Month,25%
Vertex AI,Vertex AI,,ITEM-00915,45.382,Month,34.036,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00916,46.868,Month,35.151,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00917,25.386,Month,19.04,Month,25%
Memorystore,Memorystore,,ITEM-00918,13.224,Month,9.918,Month,25%
BigQuery,BigQuery,,ITEM-00919,26.89,Month,20.168,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00920,10.963,Month,8.222,Month,25%
Dataflow,Dataflow,,ITEM-00921,39.563,Month,29.672,Month,25%
Vertex AI,Vertex AI,,ITEM-00922,30.328,Month,22.746,Month,25%
App Engine,App Engine,,ITEM-00923,20.071,Month,15.053,Month,25%
BigQuery,BigQuery,,ITEM-00924,33.788,Month,25.341,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00925,27.426,Month,20.569,Month,25%
Memorystore,Memorystore,,ITEM-00926,5.487,Month,4.115,Month,25%
Dataproc,Dataproc,,ITEM-00927,27.362,Month,20.521,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00928,43.028,Month,32.271,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00929,45.702,Month,34.276,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00930,39.577,Month,29.683,Month,25%
VPC Network,VPC Network,,ITEM-00931,32.424,Month,24.318,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00932,48.195,Month,36.146,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00933,11.256,Month,8.442,Month,25%
Apigee,Apigee,,ITEM-00934,32.279,Month,24.209,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00935,47.397,Month,35.548,Month,25%
VPC Network,VPC Network,,ITEM-00936,40.657,Month,30.493,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00937,49.329,Month,36.997,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00938,1.735,Month,1.301,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00939,7.475,Month,5.606,Month,25%
Vertex AI,Vertex AI,,ITEM-00940,22.872,Month,17.154,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00941,6.841,Month,5.131,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00942,20.988,Month,15.741,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00943,32.256,Month,24.192,Month,25%
Workflows,Workflows,,ITEM-00944,28.204,Month,21.153,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00945,9.37,Month,7.027,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00946,38.041,Month,28.531,Month,25%
Memorystore,Memorystore,,ITEM-00947,41.939,Month,31.454,Month,25%
BigQuery,BigQuery,,ITEM-00948,10.643,Month,7.982,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00949,27.365,Month,20.524,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00950,38.597,Month,28.948,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00951,34.23,Month,25.672,Month,25%
Dataproc,Dataproc,,ITEM-00952,23.177,Month,17.383,Month,25%
Vertex AI,Vertex AI,,ITEM-00953,11.709,Month,8.782,Month,25%
Vertex AI,Vertex AI,,ITEM-00954,32.204,Month,24.153,Month,25%
Cloud Build,Cloud Build,,ITEM-00955,34.1,Month,25.575,Month,25%
VPC Network,VPC Network,,ITEM-00956,28.993,Month,21.745,Month,25%
Dataflow,Dataflow,,ITEM-00957,18.728,Month,14.046,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00958,29.459,Month,22.094,Month,25%
Firestore,Firestore,,ITEM-00959,34.764,Month,26.073,Month,25%
Vertex AI,Vertex AI,,ITEM-00960,22.867,Month,17.15,Month,25%
Apigee,Apigee,,ITEM-00961,11.11,Month,8.332,Month,25%
Firestore,Firestore,,ITEM-00962,9.093,Month,6.82,Month,25%
BigQuery,BigQuery,,ITEM-00963,27.929,Month,20.947,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00964,24.43,Month,18.322,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00965,26.172,Month,19.629,Month,25%
Dataflow,Dataflow,,ITEM-00966,17.498,Month,13.123,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00967,41.747,Month,31.31,Month,25%
App Engine,App Engine,,ITEM-00968,40.118,Month,30.089,Month,25%
Workflows,Workflows,,ITEM-00969,16.611,Month,12.458,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00970,6.107,Month,4.58,Month,25%
Apigee,Apigee,,ITEM-00971,44.404,Month,33.303,Month,25%
Error Reporting,Error Reporting,,ITEM-00972,48.44,Month,36.33,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00973,33.054,Month,24.791,Month,25%
Compute Engine,Compute Engine,,ITEM-00974,34.756,Month,26.067,Month,25%
Cloud Build,Cloud Build,,ITEM-00975,48.173,Month,36.13,Month,25%
Secret Manager,Secret Manager,,ITEM-00976,14.976,Month,11.232,Month,25%
BigQuery,BigQuery,,ITEM-00977,48.086,Month,36.064,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00978,26.71,Month,20.032,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00979,44.327,Month,33.245,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00980,40.098,Month,30.073,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00981,39.673,Month,29.755,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00982,27.56,Month,20.67,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00983,30.949,Month,23.212,Month,25%
